,0
823,Bart Got a Room (2008)
824,Bartleby (2001)
825,Barton Fink (1991)
826,Basic (2003)
827,Basic Instinct (1992)
828,Basic Instinct 2 (2006)
829,Basket Case (1982)
830,"Basketball Diaries, The (1995)"
831,Basquiat (1996)
832,Bastard Out of Carolina (1996)
833,Bat*21 (1988)
834,Batman & Robin (1997)
835,Batman (1966)
836,Batman (1989)
837,Batman Begins (2005)
838,Batman Beyond: Return of the Joker (2000)
839,Batman Forever (1995)
840,Batman Returns (1992)
841,Batman v Superman: Dawn of Justice (2016)
842,Batman vs. Robin (2015)
843,"Batman/Superman Movie, The (1998)"
844,Batman: Assault on Arkham (2014)
845,Batman: Gotham Knight (2008)
846,Batman: Mask of the Phantasm (1993)
847,Batman: Mystery of the Batwoman (2003)
848,"Batman: The Dark Knight Returns, Part 1 (2012)"
849,"Batman: The Dark Knight Returns, Part 2 (2013)"
850,Batman: The Killing Joke (2016)
851,Batman: Under the Red Hood (2010)
852,Batman: Year One (2011)
853,Bats (1999)
854,Battle Beyond the Stars (1980)
855,"Battle Creek Brawl (Big Brawl, The) (1980)"
856,Battle For Sevastopol (2015)
857,Battle Planet (2008)
858,Battle Royale (Batoru rowaiaru) (2000)
859,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003)
860,Battle for Haditha (2007)
861,Battle for the Planet of the Apes (1973)
862,Battle in Seattle (2007)
863,"Battle of Algiers, The (La battaglia di Algeri) (1966)"
864,"Battle of Shaker Heights, The (2003)"
865,Battle: Los Angeles (2011)
866,Battlefield Earth (2000)
867,Battles Without Honor & Humanity (Jingi naki tatakai) (1973)
868,Battleship (2012)
869,Battleship Potemkin (1925)
870,Battlestar Galactica (2003)
871,Battlestar Galactica: Razor (2007)
872,Battlestar Galactica: The Plan (2009)
873,Baxter (1989)
874,"Baxter, The (2005)"
875,"Bay, The (2012)"
876,Baywatch (2017)
877,Be Cool (2005)
878,Be Kind Rewind (2008)
879,Beach Blanket Bingo (1965)
880,"Beach, The (2000)"
881,Beaches (1988)
882,Bean (1997)
883,"Bear, The (Ours, L') (1988)"
884,"Beast Within, The (1982)"
885,"Beast of War, The (Beast, The) (1988)"
886,Beastly (2011)
887,"Beastmaster, The (1982)"
888,Beasts of No Nation (2015)
889,Beasts of the Southern Wild (2012)
890,Beat Street (1984)
891,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"
892,Beat the Devil (1953)
893,"Beautician and the Beast, The (1997)"
894,Beautiful (2000)
895,Beautiful Boy (2010)
896,Beautiful Creatures (2000)
897,Beautiful Creatures (2013)
898,Beautiful Girls (1996)
899,Beautiful Losers (2008)
900,"Beautiful Mind, A (2001)"
901,Beautiful People (1999)
902,Beautiful Thing (1996)
903,Beauty Shop (2005)
904,Beauty and the Beast (1991)
905,Beauty and the Beast (2017)
906,Beauty and the Beast (La belle et la bête) (1946)
907,Beauty and the Beast: The Enchanted Christmas (1997)
908,Beauty of the Day (Belle de jour) (1967)
909,Beavis and Butt-Head Do America (1996)
910,Bebe's Kids (1992)
911,Because I Said So (2007)
912,Because of Winn-Dixie (2005)
913,Becoming Jane (2007)
914,Bed of Roses (1996)
915,Bedazzled (1967)
916,Bedazzled (2000)
917,Bedknobs and Broomsticks (1971)
918,Bedrooms & Hallways (1998)
919,Bedtime Stories (2008)
920,Bee Movie (2007)
921,Beer League (2006)
922,Beerfest (2006)
923,Beethoven (1992)
924,Beethoven's 2nd (1993)
925,Beetlejuice (1988)
926,Before Midnight (2013)
927,Before Night Falls (2000)
928,Before Sunrise (1995)
929,Before Sunset (2004)
930,Before We Go (2014)
931,Before and After (1996)
932,Before the Devil Knows You're Dead (2007)
933,Before the Fall (NaPolA - Elite für den Führer) (2004)
934,Before the Rain (Pred dozhdot) (1994)
935,Begin Again (2013)
936,Beginners (2010)
937,Beginning of the End (1957)
938,Begotten (1990)
939,Behind Enemy Lines (2001)
940,Behind Enemy Lines II: Axis of Evil (2006)
941,Behind the Candelabra (2013)
942,Behind the Mask: The Rise of Leslie Vernon (2006)
943,Beijing Bicycle (Shiqi sui de dan che) (2001)
944,Being Elmo: A Puppeteer's Journey (2011)
945,Being Human (1993)
946,Being John Malkovich (1999)
947,Being Julia (2004)
948,Being There (1979)
949,"Believer, The (2001)"
950,"Believers, The (1987)"
951,"Bell, Book and Candle (1958)"
952,Bella (2006)
953,Belladonna of Sadness (1973)
954,Belle époque (1992)
955,Bellflower (2011)
956,"Bells of St. Mary's, The (1945)"
957,Belly (1998)
958,Beloved (1998)
959,Below (2002)
960,Ben X (2007)
961,Ben-Hur (1959)
962,Ben-Hur: A Tale of the Christ (1925)
963,Ben-hur (2016)
964,"Benchwarmers, The (2006)"
965,Bend It Like Beckham (2002)
966,Beneath the Planet of the Apes (1970)
967,Benji (1974)
968,Benji the Hunted (1987)
969,Benny & Joon (1993)
970,Bent (1997)
971,Beowulf & Grendel (2005)
972,Beowulf (1999)
973,Beowulf (2007)
974,Berlin Calling (2008)
975,Bernie (1996)
976,Bernie (2011)
977,Besieged (a.k.a. L' Assedio) (1998)
978,Best Defense (1984)
979,"Best Exotic Marigold Hotel, The (2011)"
980,"Best Little Whorehouse in Texas, The (1982)"
981,"Best Man, The (1999)"
982,"Best Man, The (Testimone dello sposo, Il) (1998)"
983,Best Men (1997)
984,"Best Offer, The (Migliore offerta, La) (2013)"
985,Best Seller (1987)
986,Best Worst Movie (2009)
987,"Best Years of Our Lives, The (1946)"
988,Best in Show (2000)
989,"Best of Youth, The (La meglio gioventù) (2003)"
990,Best of the Best (1989)
991,Best of the Best 3: No Turning Back (1995)
992,Betrayed (1988)
993,Betsy's Wedding (1990)
994,Better Living Through Chemistry (2014)
995,Better Living Through Circuitry (1999)
996,Better Luck Tomorrow (2002)
997,Better Off Dead... (1985)
998,Better Than Chocolate (1999)
999,Better Than Sex (2000)
1000,"Better Tomorrow II, A (Ying hung boon sik II) (1987)"
1001,"Better Tomorrow, A (Ying hung boon sik) (1986)"
1002,Betting on Zero (2016)
1003,Between Your Legs (Entre las piernas) (1999)
1004,Between the Folds (2008)
1005,"Beverly Hillbillies, The (1993)"
1006,Beverly Hills Chihuahua (2008)
1007,Beverly Hills Cop (1984)
1008,Beverly Hills Cop II (1987)
1009,Beverly Hills Cop III (1994)
1010,Beverly Hills Ninja (1997)
1011,Bewitched (2005)
1012,Beyond Bedlam (1993)
1013,Beyond Borders (2003)
1014,Beyond Rangoon (1995)
1015,Beyond Re-Animator (2003)
1016,Beyond Silence (Jenseits der Stille) (1996)
1017,Beyond the Clouds (Al di là delle nuvole) (1996)
1018,Beyond the Mat (1999)
1019,Beyond the Poseidon Adventure (1979)
1020,Beyond the Sea (2004)
1021,Beyond the Valley of the Dolls (1970)
1022,Bhaji on the Beach (1993)
1023,Bicentennial Man (1999)
1024,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
1025,Big (1988)
1026,"Big Bang, The (2011)"
1027,"Big Bird Cage, The (1972)"
1028,"Big Blue, The (Grand bleu, Le) (1988)"
1029,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
1030,"Big Bounce, The (2004)"
1031,Big Bully (1996)
1032,Big Business (1988)
1033,"Big Chill, The (1983)"
1034,"Big Country, The (1958)"
1035,Big Daddy (1999)
1036,Big Deal on Madonna Street (I Soliti Ignoti) (1958)
1037,"Big Doll House, The (1971)"
1038,"Big Easy, The (1987)"
1039,Big Eden (2000)
1040,"Big Empty, The (2003)"
1041,Big Eyes (2014)
1042,Big Fat Liar (2002)
1043,Big Fish (2003)
1044,"Big Green, The (1995)"
1045,Big Hero 6 (2014)
1046,"Big Hit, The (1998)"
1047,"Big Kahuna, The (2000)"
1048,"Big Lebowski, The (1998)"
1049,Big Momma's House (2000)
1050,Big Momma's House 2 (2006)
1051,"Big Mommas: Like Father, Like Son (2011)"
1052,Big Night (1996)
1053,"Big One, The (1997)"
1054,"Big Red One, The (1980)"
1055,"Big Short, The (2015)"
1056,"Big Sleep, The (1946)"
1057,Big Stan (2007)
1058,"Big Tease, The (1999)"
1059,Big Top Pee-Wee (1988)
1060,Big Top Scooby-Doo! (2012)
1061,Big Trouble (2002)
1062,Big Trouble in Little China (1986)
1063,Big Wednesday (1978)
1064,"Big Year, The (2011)"
1065,"Bigger, Stronger, Faster* (2008)"
1066,Biggles (1986)
1067,Biker Boyz (2003)
1068,Bikini Beach (1964)
1069,Bill & Ted's Bogus Journey (1991)
1070,Bill & Ted's Excellent Adventure (1989)
1071,Bill Burr: I'm Sorry You Feel That Way (2014)
1072,Bill Burr: Let It Go (2010)
1073,Bill Burr: Walk Your Way Out (2017)
1074,Bill Burr: Why Do I Do This? (2008)
1075,Bill Burr: You People Are All the Same (2012)
1076,"Bill Cosby, Himself (1983)"
1077,Bill Cunningham New York (2011)
1078,Bill Hicks: Revelations (1993)
1079,Billabong Odyssey (2003)
1080,Billy Bathgate (1991)
1081,Billy Elliot (2000)
1082,Billy Jack (1971)
1083,Billy Jack Goes to Washington (1977)
1084,Billy Liar (1963)
1085,Billy Madison (1995)
1086,Biloxi Blues (1988)
1087,Bio-Dome (1996)
1088,"Bird People in China, The (Chûgoku no chôjin) (1998)"
1089,Bird on a Wire (1990)
1090,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)"
1091,"Birdcage, The (1996)"
1092,Birdemic: Shock and Terror (2010)
1093,Birdman of Alcatraz (1962)
1094,Birdman: Or (The Unexpected Virtue of Ignorance) (2014)
1095,"Birds, The (1963)"
1096,Birdy (1984)
1097,Birth (2004)
1098,"Birth of a Nation, The (1915)"
1099,Birthday Girl (2001)
1100,"Bishop's Wife, The (1947)"
1101,Bitter Lake (2015)
1102,Bitter Moon (1992)
1103,"Bittersweet Life, A (Dalkomhan insaeng) (2005)"
1104,Biutiful (2010)
1105,BlacKkKlansman (2018)
1106,Black Beauty (1994)
1107,Black Book (Zwartboek) (2006)
1108,Black Butler: Book of the Atlantic (2017)
1109,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
1110,"Black Cauldron, The (1985)"
1111,Black Christmas (1974)
1112,Black Christmas (2006)
1113,"Black Dahlia, The (2006)"
1114,Black Dynamite (2009)
1115,Black Hawk Down (2001)
1116,"Black Hole, The (1979)"
1117,Black Knight (2001)
1118,Black Mask (Hak hap) (1996)
1119,Black Mass (2015)
1120,Black Mirror
1121,Black Mirror: White Christmas (2014)
1122,Black Narcissus (1947)
1123,Black Orpheus (Orfeu Negro) (1959)
1124,Black Panther (2017)
1125,Black Rain (1989)
1126,Black Robe (1991)
1127,"Black Sabbath (Tre volti della paura, I) (1963)"
1128,Black Sea (2015)
1129,Black Sheep (1996)
1130,Black Sheep (2006)
1131,Black Snake Moan (2006)
1132,"Black Stallion Returns, The (1983)"
1133,"Black Stallion, The (1979)"
1134,Black Swan (2010)
1135,Black Tar Heroin: The Dark End of the Street (2000)
1136,Black Widow (1987)
1137,Blackadder Back & Forth (1999)
1138,Blackadder's Christmas Carol (1988)
1139,Blackbeard's Ghost (1968)
1140,Blackboard Jungle (1955)
1141,Blackfish (2013)
1142,Blackhat (2015)
1143,Blackrock (1997)
1144,Blade (1998)
1145,Blade II (2002)
1146,Blade Runner (1982)
1147,Blade Runner 2049 (2017)
1148,Blade: Trinity (2004)
1149,Blades of Glory (2007)
1150,Blair Witch (2016)
1151,"Blair Witch Project, The (1999)"
1152,Blame It on Rio (1984)
1153,Blame It on the Bellboy (1992)
1154,Blank Check (1994)
1155,Blankman (1994)
1156,Blast from the Past (1999)
1157,Blaze (1989)
1158,Blazing Saddles (1974)
1159,Bleeder (1999)
1160,Blended (2014)
1161,Bless the Child (2000)
1162,Blind Date (1984)
1163,Blind Date (1987)
1164,Blind Fury (1989)
1165,"Blind Side, The  (2009)"
1166,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002)
1167,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
1168,Blindness (2008)
1169,"Bling Ring, The (2013)"
1170,Blink (1994)
1171,BlinkyTM (2011)
1172,Bliss (1997)
1173,Bliss (2012)
1174,Blitz (2011)
1175,"Blob, The (1958)"
1176,"Blob, The (1988)"
1177,Block Party (a.k.a. Dave Chappelle's Block Party) (2005)
1178,Blockers (2018)
1179,Blood Beach (1981)
1180,Blood Creek (a.k.a. Town Creek) (2009)
1181,Blood Diamond (2006)
1182,Blood Feast (1963)
1183,"Blood In, Blood Out (1993)"
1184,Blood Simple (1984)
1185,Blood Work (2002)
1186,Blood and Chocolate (2007)
1187,Blood and Wine (Blood & Wine) (1996)
1188,Blood for Dracula (Andy Warhol's Dracula) (1974)
1189,"Blood of Heroes, The (Salute of the Jugger, The) (1989)"
1190,"Blood of the Beasts (Sang des bêtes, Le) (1949)"
1191,Blood: The Last Vampire (2000)
1192,Blood: The Last Vampire (2009)
1193,Bloodmoon (1997)
1194,Bloodsport (1988)
1195,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
1196,Bloodsport III (1996)
1197,Bloodsport: The Dark Kumite (1999)
1198,Bloodsucking Bastards (2015)
1199,Bloody Sunday (2002)
1200,Blow (2001)
1201,Blow Out (1981)
1202,Blow-Out (La grande bouffe) (1973)
1203,Blow-Up (Blowup) (1966)
1204,Blown Away (1994)
1205,"Blue Angel, The (Blaue Engel, Der) (1930)"
1206,Blue Car (2002)
1207,Blue Chips (1994)
1208,Blue Collar Comedy Tour: The Movie (2003)
1209,Blue Crush (2002)
1210,Blue Exorcist: The Movie (2012)
1211,Blue Is the Warmest Color (La vie d'Adèle) (2013)
1212,Blue Jasmine (2013)
1213,Blue Juice (1995)
1214,"Blue Lagoon, The (1980)"
1215,Blue Mountain State: The Rise of Thadland (2015)
1216,Blue Planet II (2017)
1217,Blue Ruin (2013)
1218,Blue Sky (1994)
1219,Blue Steel (1990)
1220,Blue Streak (1999)
1221,Blue Thunder (1983)
1222,Blue Valentine (2010)
1223,Blue Velvet (1986)
1224,Blue in the Face (1995)
1225,Blueberry (2004)
1226,Blues Brothers 2000 (1998)
1227,"Blues Brothers, The (1980)"
1228,Bo Burnham: Make Happy (2016)
1229,Boat Trip (2003)
1230,Bob & Carol & Ted & Alice (1969)
1231,Bob Roberts (1992)
1232,Bob le Flambeur (1955)
1233,Bobby (2006)
1234,"Bobby Jones, Stroke of Genius (2004)"
1235,Bobik Visiting Barbos (1977)
1236,Boccaccio '70 (1962)
1237,"Bodies, Rest & Motion (1993)"
1238,Body (2015)
1239,Body Double (1984)
1240,Body Heat (1981)
1241,Body Parts (1991)
1242,Body Shots (1999)
1243,"Body Snatcher, The (1945)"
1244,Body Snatchers (1993)
1245,Body of Evidence (1993)
1246,Body of Lies (2008)
1247,"Bodyguard, The (1992)"
1248,Bogus (1996)
1249,Boiler Room (2000)
1250,Boiling Point (1993)
1251,Bollywood/Hollywood (2002)
1252,Bolt (2008)
1253,"Bone Collector, The (1999)"
1254,"Bone Man, The (Der Knochenmann) (2009)"
1255,Bone Tomahawk (2015)
1256,Bones (2001)
1257,Bonfire of the Vanities (1990)
1258,Boniface's Holiday (1965)
1259,Bonnie and Clyde (1967)
1260,Boogeyman (2005)
1261,"Boogeyman, The (1980)"
1262,Boogie Nights (1997)
1263,"Book Thief, The (2013)"
1264,"Book of Eli, The (2010)"
1265,Book of Love (1990)
1266,Book of Shadows: Blair Witch 2 (2000)
1267,Boomerang (1992)
1268,"Boondock Saints II: All Saints Day, The (2009)"
1269,"Boondock Saints, The (2000)"
1270,"Boot, Das (Boat, The) (1981)"
1271,Bootleggers (1961)
1272,Booty Call (1997)
1273,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
1274,Born Free (1966)
1275,Born Yesterday (1950)
1276,Born in East L.A. (1987)
1277,Born into Brothels (2004)
1278,Born on the Fourth of July (1989)
1279,Born to Be Wild (1995)
1280,Born to Kill (1947)
1281,"Borrowers, The (1997)"
1282,"Boss of It All, The (Direktøren for det hele) (2006)"
1283,Bossa Nova (2000)
1284,Bottle Rocket (1996)
1285,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932)
1286,Bounce (2000)
1287,Bound (1996)
1288,Boundaries (2018)
1289,"Bounty Hunter, The (2010)"
1290,"Bounty, The (1984)"
1291,"Bourne Identity, The (1988)"
1292,"Bourne Identity, The (2002)"
1293,"Bourne Legacy, The (2012)"
1294,"Bourne Supremacy, The (2004)"
1295,"Bourne Ultimatum, The (2007)"
1296,"Bow, The (Hwal) (2005)"
1297,Bowfinger (1999)
1298,Bowling for Columbine (2002)
1299,Boxcar Bertha (1972)
1300,"Boxer, The (1997)"
1301,Boxing Helena (1993)
1302,Boy (2010)
1303,Boy A (2007)
1304,Boy Eats Girl (2005)
1305,Boy Meets Girl (1984)
1306,Boy Meets Girl (2015)
1307,"Boy Who Could Fly, The (1986)"
1308,"Boy and His Dog, A (1975)"
1309,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)"
1310,Boyhood (2014)
1311,Boys (1996)
1312,Boys Don't Cry (1999)
1313,Boys Life (1995)
1314,Boys Town (1938)
1315,Boys and Girls (2000)
1316,"Boys from Brazil, The (1978)"
1317,"Boys of Baraka, The (2005)"
1318,"Boys of St. Vincent, The (1992)"
1319,Boys on the Side (1995)
1320,"Boys, The (1998)"
1321,Boyz N the Hood (1991)
1322,Braddock: Missing in Action III (1988)
1323,"Brady Bunch Movie, The (1995)"
1324,"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)"
1325,"Brain That Wouldn't Die, The (1962)"
1326,Brainstorm (1983)
1327,Brainstorm (2001)
1328,Brake (2012)
1329,Branded to Kill (Koroshi no rakuin) (1967)
1330,"Brandon Teena Story, The (1998)"
1331,"Brass Teapot, The (2012)"
1332,Brassed Off (1996)
1333,Brave (2012)
1334,"Brave Little Toaster, The (1987)"
1335,Brave New World (1998)
1336,"Brave One, The (2007)"
1337,Braveheart (1995)
1338,Brazil (1985)
1339,Breach (2007)
1340,Bread and Chocolate (Pane e cioccolata) (1973)
1341,Bread and Roses (2000)
1342,Bread and Tulips (Pane e tulipani) (2000)
1343,"Break-Up, The (2006)"
1344,Breakdown (1997)
1345,Breaker Morant (1980)
1346,"Breakfast Club, The (1985)"
1347,Breakfast at Tiffany's (1961)
1348,Breakfast on Pluto (2005)
1349,Breakfast with Scot (2007)
1350,Breakin' (1984)
1351,Breakin' 2: Electric Boogaloo (1984)
1352,Breakin' All the Rules (2004)
1353,Breaking Away (1979)
1354,Breaking the Waves (1996)
1355,Breathe (2014)
1356,Breathless (1983)
1357,Breathless (À bout de souffle) (1960)
1358,"Breed, The (2006)"
1359,Brewster's Millions (1985)
1360,"Brice Man, The (Brice de Nice) (2005)"
1361,Brick (2005)
1362,Brick Mansions (2014)
1363,Bride & Prejudice (2004)
1364,Bride Wars (2009)
1365,Bride of Chucky (Child's Play 4) (1998)
1366,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)"
1367,Bride of Re-Animator (1990)
1368,Bridesmaids (2011)
1369,"Bridge Too Far, A (1977)"
1370,"Bridge at Remagen, The (1969)"
1371,Bridge of Spies (2015)
1372,"Bridge on the River Kwai, The (1957)"
1373,Bridge to Terabithia (2007)
1374,"Bridge, The (2006)"
1375,"Bridges of Madison County, The (1995)"
